,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
5710,Morse Player,FAMILY,5.0,12,2.4,100,Paid,1.99,Everyone,Education
5711,My CW,TOOLS,3.0,1,55.0,100,Free,0.0,Everyone,Tools
5712,30WPM Amateur ham radio Koch CW Morse code trainer,FAMILY,5.0,1,3.7,10,Paid,1.49,Everyone,Education
5713,DC All Access,FAMILY,4.4,12639,96.0,500000,Free,0.0,Teen,Entertainment
5714,Koch Morse Trainer Pro,COMMUNICATION,4.6,94,1.1,1000,Paid,2.49,Everyone,Communication
5715,Morse Code Reader,COMMUNICATION,3.9,1436,0.02,100000,Free,0.0,Everyone,Communication
5716,CW Nuclear,BOOKS_AND_REFERENCE,3.3,15,12.0,1000,Free,0.0,Everyone,Books & Reference
5717,CW Deposit,BUSINESS,3.0,4,0.498,1000,Free,0.0,Everyone,Business
5718,Hallmark Channel Everywhere,FAMILY,4.2,6784,13.0,500000,Free,0.0,Everyone,Entertainment
5719,Morse Player Free,FAMILY,4.2,268,4.2,50000,Free,0.0,Everyone,Education
5720,News 8 San Diego,NEWS_AND_MAGAZINES,4.2,1137,11.0,50000,Free,0.0,Everyone,News & Magazines
5721,Learn Morse Code - G0HYN Learn Morse,COMMUNICATION,4.0,27,0.6,5000,Free,0.0,Everyone,Communication
5722,SYFY,FAMILY,3.2,3069,18.0,500000,Free,0.0,Teen,Entertainment
5723,Morse Notifier Free,TOOLS,4.6,79,3.0,1000,Free,0.0,Everyone,Tools
5724,AMC,FAMILY,3.2,20843,14.0,1000000,Free,0.0,Teen,Entertainment
5725,Cartoon Wars 3,FAMILY,4.1,137674,72.0,5000000,Free,0.0,Teen,Role Playing
5726,Oracle CX Cloud Mobile,BUSINESS,4.4,48,54.0,5000,Free,0.0,Everyone,Business
5727,CX-10WiFi,FAMILY,4.0,1419,12.0,100000,Free,0.0,Everyone,Casual
5728,CX-OF,FAMILY,4.2,18,37.0,1000,Free,0.0,Everyone,Entertainment
5729,cx-32wifi,FAMILY,4.1,62,6.5,10000,Free,0.0,Everyone,Entertainment
5730,CX-17WIFI,FAMILY,4.3,49,6.6,10000,Free,0.0,Everyone,Entertainment
5731,Cathay Pacific,TRAVEL_AND_LOCAL,3.3,4069,50.0,1000000,Free,0.0,Everyone,Travel & Local
5732,Cx File Explorer,TOOLS,4.7,175,4.3,10000,Free,0.0,Everyone,Tools
5733,cx-33wifi,FAMILY,4.4,63,7.6,10000,Free,0.0,Everyone,Entertainment
5734,CX-WiFi720P,FAMILY,3.1,47,5.5,10000,Free,0.0,Everyone,Entertainment
5735,CX-60,FAMILY,3.1,19,94.0,1000,Free,0.0,Everyone,Casual
5736,ACTIVEON CX & CX GOLD,VIDEO_PLAYERS,3.3,439,35.0,50000,Free,0.0,Everyone,Video Players & Editors
5737,CX North America,BUSINESS,3.9,10,55.0,500,Free,0.0,Everyone,Business
5738,CX-10DS,FAMILY,3.4,12,11.0,1000,Free,0.0,Everyone,Casual
5739,CX-37,FAMILY,3.9,13,12.0,1000,Free,0.0,Everyone,Casual
5740,Avaya CX,BUSINESS,4.4,21,21.0,1000,Free,0.0,Everyone,Business
5741,TI-Nspire CX Calculator Manual,FAMILY,3.9,11,27.0,500,Paid,4.99,Everyone,Education
5742,CX_WiFiUFO,SPORTS,3.7,818,5.3,100000,Free,0.0,Everyone,Sports
5743,CX watcher,FAMILY,4.5,4,30.0,500,Free,0.0,Everyone,Casual
5744,Theme For Techno Camon CX,PERSONALIZATION,4.7,42,10.0,5000,Free,0.0,Everyone,Personalization
5745,Theme for Tecno Camon CX / C8,LIFESTYLE,4.6,147,9.8,10000,Free,0.0,Everyone,Lifestyle
5746,Oración CX,LIFESTYLE,5.0,103,3.8,5000,Free,0.0,Everyone,Lifestyle
5747,CX-40,FAMILY,3.0,2,33.0,100,Free,0.0,Everyone,Entertainment
5748,Ring,COMMUNICATION,3.9,517,35.0,10000,Free,0.0,Everyone,Communication
5749,cx advance call blocker,PERSONALIZATION,5.0,3,3.4,50,Free,0.0,Everyone,Personalization
5750,CX Ram Booster,TOOLS,3.9,12,2.5,500,Free,0.0,Everyone,Tools
5751,CXmodel-ufo,FAMILY,3.8,19,12.0,1000,Free,0.0,Everyone,Entertainment
5752,Secret Codes For Android,TOOLS,3.6,6060,0.592,500000,Free,0.0,Everyone,Tools
5753,Absolute RC Heli Simulator,SPORTS,3.9,654,50.0,10000,Paid,4.99,Everyone,Sports
5754,WiFi FPV,FAMILY,3.8,316,19.0,100000,Free,0.0,Everyone,Entertainment
5755,go41cx,FAMILY,4.8,171,1.0,1000,Paid,10.0,Everyone,Education
5756,Freecell CY,GAME,4.0,387,1.1,50000,Free,0.0,Everyone,Card
5757,Cytus II,GAME,4.7,16851,81.0,100000,Paid,1.99,Everyone 10+,Music
5758,Cy-Reader,FAMILY,4.8,17,15.0,100,Free,0.0,Everyone,Education
5759,Cy-Fair FCU Mobile Banking,FINANCE,4.7,439,13.0,5000,Free,0.0,Everyone,Finance
5760,Cytus,GAME,4.7,541732,20.0,5000000,Free,0.0,Everyone,Music
5761,Cy-Ranch,NEWS_AND_MAGAZINES,4.5,27,7.1,500,Free,0.0,Everyone,News & Magazines
5762,Recycling Cy,LIFESTYLE,4.0,47,4.5,1000,Free,0.0,Everyone,Lifestyle
5763,CY.SEND Online Top Up,FINANCE,3.2,191,10.0,10000,Free,0.0,Everyone,Finance
5764,Alpha Bank CY,FINANCE,4.7,39,20.0,1000,Free,0.0,Everyone,Finance
5765,Cy Messenger,COMMUNICATION,4.5,4,8.1,100,Free,0.0,Everyone,Communication
5766,Igitabo cy'Indirimbo,FAMILY,4.5,93,1.6,50000,Free,0.0,Everyone,Entertainment
5767,Doctor Finder CY,MEDICAL,4.9,57,6.1,1000,Free,0.0,Everyone,Medical
5768,Eshopcy.com.cy,SHOPPING,4.2,182,4.9,5000,Free,0.0,Everyone,Shopping
5769,Cy-Fair VFD EMS Protocols,MEDICAL,5.0,2,20.0,100,Free,0.0,Everyone 10+,Medical
5770,Cy-Fair Christian Church,LIFESTYLE,5.0,2,9.3,100,Free,0.0,Everyone,Lifestyle
5771,Shadowverse CCG,GAME,4.2,47340,61.0,1000000,Free,0.0,Teen,Card
5772,CY Digital Net,SHOPPING,4.7,3,5.8,500,Free,0.0,Everyone,Shopping
5773,Cymath - Math Problem Solver,FAMILY,4.5,10159,6.4,1000000,Free,0.0,Everyone,Education
5774,Rewards,FINANCE,3.8,57,4.0,5000,Free,0.0,Everyone,Finance
5775,Army of Heroes,FAMILY,4.5,85015,46.0,1000000,Free,0.0,Everyone 10+,Strategy
5776,Math Solver,FAMILY,4.3,2250,30.0,100000,Free,0.0,Everyone,Education
5777,Cyprus Bus Companion,MAPS_AND_NAVIGATION,3.9,112,1.4,10000,Free,0.0,Everyone,Maps & Navigation
5778,Cyprus Police,SOCIAL,4.2,226,15.0,10000,Free,0.0,Everyone 10+,Social
5779,foody Cyprus - online ordering,SHOPPING,4.5,214,1.8,10000,Free,0.0,Everyone,Shopping
5780,Death Dragon Knights RPG,FAMILY,4.1,11179,19.0,1000000,Free,0.0,Teen,Role Playing
5781,Bank Of Cyprus,FINANCE,4.1,1514,12.0,100000,Free,0.0,Everyone,Finance
5782,Map of Cyprus offline,TRAVEL_AND_LOCAL,4.6,470,21.0,10000,Free,0.0,Everyone,Travel & Local
5783,McDelivery Cyprus,FOOD_AND_DRINK,3.3,60,25.0,10000,Free,0.0,Everyone,Food & Drink
5784,CZ-USA,LIFESTYLE,4.5,11,3.4,1000,Free,0.0,Everyone,Lifestyle
5785,CZ File Manager,TOOLS,2.2,876,8.7,1000000,Free,0.0,Everyone,Tools
5786,Security Camera CZ,HOUSE_AND_HOME,4.4,137,19.0,10000,Free,0.0,Everyone,House & Home
5787,Šmelina .cz inzeráty inzerce,SHOPPING,3.9,117,9.8,10000,Free,0.0,Everyone,Shopping
5788,Alzashop.com,SHOPPING,4.5,32014,18.0,500000,Free,0.0,Everyone,Shopping
5789,KFC CZ,LIFESTYLE,2.8,1189,18.0,100000,Free,0.0,Everyone,Lifestyle
5790,Skylink Live TV CZ,FAMILY,3.3,2802,15.0,100000,Free,0.0,Teen,Entertainment
5791,Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56409,43.0,1000000,Free,0.0,Everyone,Maps & Navigation
5792,Online TV CZ/SK PRO,VIDEO_PLAYERS,3.1,167,2.0,1000,Paid,0.99,Everyone,Video Players & Editors
5793,Rande.cz,SOCIAL,3.2,398,2.2,50000,Free,0.0,Mature 17+,Social
5794,Breweries (CZ/SK),LIFESTYLE,4.4,1740,4.4,50000,Free,0.0,Teen,Lifestyle
5795,reality.cz,HOUSE_AND_HOME,4.1,1372,5.4,50000,Free,0.0,Everyone,House & Home
5796,CZ-Help,BOOKS_AND_REFERENCE,5.0,2,1.4,5,Free,0.0,Everyone,Books & Reference
5797,CZ-Cyberon Voice Commander,TOOLS,3.8,131,3.3,1000,Paid,5.99,Everyone,Tools
5798,HTC Sense Input - CZ,TOOLS,4.3,87,7.3,10000,Free,0.0,Everyone,Tools
5799,WebCams,WEATHER,4.6,3963,23.0,100000,Free,0.0,Everyone,Weather
5800,Wallpaper.cz,PHOTOGRAPHY,4.9,7,2.2,100,Free,0.0,Everyone,Photography
5801,CZ Kompas,TOOLS,5.0,2,3.5,10,Free,0.0,Everyone,Tools
5802,MYTO CZ,MAPS_AND_NAVIGATION,2.9,30,4.8,5000,Free,0.0,Everyone,Maps & Navigation
5803,PLAYzone.cz,FAMILY,4.4,14,7.3,500,Free,0.0,Everyone,Entertainment
5804,Tools & Mi Band,HEALTH_AND_FITNESS,4.4,15753,13.0,100000,Paid,3.49,Everyone,Health & Fitness
5805,TeeTime.cz,SPORTS,4.6,1641,6.2,10000,Free,0.0,Everyone,Sports
5806,What is my IP address,TOOLS,4.5,4228,0.656,500000,Free,0.0,Everyone,Tools
5807,Windguru Lite,WEATHER,4.0,9307,5.0,1000000,Free,0.0,Everyone,Weather
5808,Da Fit,SPORTS,3.5,1151,8.3,10000,Free,0.0,Everyone,Sports
5809,Dan the Man: Action Platformer,GAME,4.8,528550,73.0,10000000,Free,0.0,Teen,Arcade
5810,Ghost Detector,FAMILY,3.5,35337,7.4,5000000,Free,0.0,Teen,Entertainment
5811,"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142758,22.0,10000000,Free,0.0,Everyone,Photography
5812,Master for Minecraft(Pocket Edition)-Mod Launcher,TOOLS,4.6,2674051,26.0,50000000,Free,0.0,Everyone,Tools
5813,King of Math,FAMILY,4.4,766,14.0,10000,Paid,2.99,Everyone,Education;Education
5814,Translate: text & voice translator,TOOLS,4.3,122010,7.3,5000000,Free,0.0,Everyone,Tools
5815,The Zueira's Voice,TOOLS,4.7,136540,3.1,1000000,Free,0.0,Everyone,Tools
5816,Battery Calibration,TOOLS,4.4,134412,11.0,5000000,Free,0.0,Everyone,Tools
5817,Thuglife Video Maker,FAMILY,3.5,38824,12.0,1000000,Free,0.0,Mature 17+,Entertainment
5818,MadLipz,FAMILY,4.6,171017,13.0,10000000,Free,0.0,Teen,Entertainment
5819,Soccer FC,SPORTS,3.9,6289,33.0,1000000,Free,0.0,Everyone,Sports
5820,Geometry Dash SubZero,GAME,4.6,260527,49.0,10000000,Free,0.0,Everyone,Arcade
5821,Escaping the Prison,FAMILY,4.2,419375,31.0,10000000,Free,0.0,Everyone 10+,Casual
5822,Quiz TRUE or FALSE,GAME,4.6,2464,34.0,50000,Free,0.0,Everyone,Trivia
5823,Glam Doll Salon - Chic Fashion,FAMILY,4.0,93898,44.0,10000000,Free,0.0,Everyone,Casual
5824,Siren Ringtones,PERSONALIZATION,4.2,42190,11.0,5000000,Free,0.0,Teen,Personalization
5825,Peppa Pig: Party Time,FAMILY,3.8,52,55.0,10000,Paid,2.99,Everyone,Educational;Pretend Play
5826,COOKING MAMA Let's Cook!,FAMILY,4.3,528917,59.0,10000000,Free,0.0,Everyone,Educational;Pretend Play
5827,Knife Hit,GAME,4.5,462614,60.0,10000000,Free,0.0,Everyone,Arcade
5828,The Visitor,GAME,4.1,39895,25.0,5000000,Free,0.0,Mature 17+,Adventure
5829,Just Dance Now,GAME,4.2,794058,56.0,10000000,Free,0.0,Everyone,Music
5830,DB Navigator,MAPS_AND_NAVIGATION,4.0,119685,20.0,10000000,Free,0.0,Everyone,Maps & Navigation
5831,SQLite DB Reader,TOOLS,3.6,301,2.3,50000,Free,0.0,Everyone,Tools
5832,DB Browser,TOOLS,3.3,236,0.221,50000,Free,0.0,Everyone,Tools
5833,Sound Meter,TOOLS,4.7,88993,1.5,10000000,Free,0.0,Everyone,Tools
5834,DRAGON BALL LEGENDS,GAME,4.6,338742,48.0,5000000,Free,0.0,Teen,Action
5835,db.Mobil App,LIBRARIES_AND_DEMO,4.5,23,31.0,5000,Free,0.0,Everyone,Libraries & Demo
5836,DB Streckenagent,MAPS_AND_NAVIGATION,3.9,4569,7.5,500000,Free,0.0,Everyone,Maps & Navigation
5837,dB: Sound Meter Pro,TOOLS,4.3,31,0.228,5000,Free,0.0,Everyone,Tools
5838,dB Sound Level Meter,TOOLS,3.9,203,2.3,10000,Free,0.0,Everyone,Tools
5839,DB Sound Meter: Measure Noise Level- Decibel Meter,TOOLS,4.3,824,2.8,10000,Free,0.0,Everyone,Tools
5840,ACCDB MDB DB Manager Pro - Editor for MS Access,PRODUCTIVITY,3.1,19,4.5,500,Paid,8.99,Everyone,Productivity
5841,Scale Models DB,TOOLS,4.4,9,33.0,50,Paid,2.99,Everyone,Tools
5842,DB Train Simulator,FAMILY,3.7,6514,72.0,500000,Free,0.0,Everyone,Simulation
5843,DB Tools,FAMILY,4.6,37,3.3,1000,Free,0.0,Everyone,Education
5844,dB Meter - measure sound & noise level in Decibel,TOOLS,4.6,154,6.6,10000,Free,0.0,Everyone,Tools
5845,DB LINK RGB,TOOLS,2.7,7,5.2,500,Free,0.0,Everyone,Tools
5846,"10,000 Quotes DB (Premium)",BOOKS_AND_REFERENCE,4.1,70,3.5,500,Paid,0.99,Everyone,Books & Reference
5847,Guide for DB Xenoverse,BOOKS_AND_REFERENCE,4.2,459,11.0,10000,Free,0.0,Everyone,Books & Reference
5848,DB Transport,MAPS_AND_NAVIGATION,1.9,179,10.0,10000,Free,0.0,Everyone,Maps & Navigation
5849,DB Stay Connected,BUSINESS,4.6,17,9.4,1000,Free,0.0,Everyone,Business
5850,Guide for DB Xenoverse 2,BOOKS_AND_REFERENCE,4.4,121,8.7,10000,Free,0.0,Everyone,Books & Reference
5851,DB Customer Connect,BUSINESS,4.2,100,6.3,10000,Free,0.0,Everyone,Business
5852,Patron DB,TOOLS,3.9,64,4.1,5000,Free,0.0,Everyone,Tools
5853,DB Event App,SOCIAL,2.4,37,37.0,5000,Free,0.0,Teen,Social
5854,DB HOME,LIFESTYLE,5.0,5,3.2,100,Free,0.0,Everyone,Lifestyle
5855,Bowers & Wilkins DB Subwoofers,TOOLS,3.9,21,11.0,10000,Free,0.0,Everyone,Tools
5856,DB Busradar NRW,MAPS_AND_NAVIGATION,3.7,78,3.0,10000,Free,0.0,Everyone,Maps & Navigation
5857,DB Pickles,BUSINESS,5.0,5,14.0,100,Free,0.0,Everyone,Business
5858,DB for Fallout Shelter,FAMILY,4.0,3323,47.0,100000,Free,0.0,Everyone,Simulation
5859,LC-DB,PHOTOGRAPHY,3.0,1,2.5,10,Paid,3.49,Everyone,Photography
5860,dB Sound Meter,TOOLS,4.1,29,2.3,5000,Free,0.0,Everyone,Tools
5861,DB for Hustle Castle,FAMILY,4.8,21,49.0,1000,Free,0.0,Everyone,Role Playing
5862,DB Ultra Saiyan Battle,GAME,4.5,33,44.0,1000,Free,0.0,Everyone 10+,Action
5863,Preferences Manager and SQLite DB Viewer,TOOLS,3.5,13,3.0,1000,Free,0.0,Everyone,Tools
5864,SW-DB,TOOLS,4.5,954,7.6,10000,Free,0.0,Teen,Tools
5865,DC Legends: Battle for Justice,FAMILY,4.5,355613,59.0,10000000,Free,0.0,Teen,Role Playing
5866,Injustice 2,GAME,4.3,504765,36.0,5000000,Free,0.0,Teen,Action
5867,Injustice: Gods Among Us,GAME,4.4,2440877,32.0,10000000,Free,0.0,Teen,Action
5868,FANDOM for: DC,FAMILY,4.4,6715,9.5,500000,Free,0.0,Mature 17+,Entertainment
5869,DC Super Hero Girls™,FAMILY,4.3,43090,95.0,5000000,Free,0.0,Everyone,Action;Action & Adventure
5870,LEGO Batman: DC Super Heroes,FAMILY,4.2,2557,5.8,50000,Paid,4.99,Everyone 10+,Adventure;Action & Adventure
5871,Ultimate DC Challenge,GAME,4.5,937,35.0,10000,Free,0.0,Everyone,Trivia
5872,LEGO® DC Mighty Micros,FAMILY,4.3,139545,63.0,10000000,Free,0.0,Everyone,Racing;Action & Adventure
5873,Justice League Action Run,GAME,4.3,22333,9.7,1000000,Free,0.0,Everyone 10+,Action
5874,Marvel and DC Wallpapers,PERSONALIZATION,4.2,249,91.0,10000,Free,0.0,Everyone,Personalization
5875,DC Comics Amino,SOCIAL,4.9,117,63.0,1000,Free,0.0,Teen,Social
5876,Quiz DC,GAME,1.4,33,3.1,1000,Free,0.0,Everyone,Trivia
5877,Batman: Gotham’s Most Wanted!,FAMILY,4.0,16190,88.0,1000000,Free,0.0,Everyone,Action;Action & Adventure
5878,"Superheroes, Marvel, DC, Comics, TV, Movies News",COMICS,5.0,34,12.0,5000,Free,0.0,Everyone,Comics
5879,MARVEL Contest of Champions,GAME,4.3,2468915,92.0,50000000,Free,0.0,Teen,Action
5880,DC Universe Quiz,GAME,4.3,11,23.0,500,Free,0.0,Everyone,Trivia
5881,DC HSEMA,BOOKS_AND_REFERENCE,3.8,38,7.2,5000,Free,0.0,Everyone,Books & Reference
5882,DC Universe Online Map,TOOLS,4.1,1186,6.4,50000,Free,0.0,Unrated,Tools
5883,DC Public Library,BOOKS_AND_REFERENCE,4.2,20,3.4,1000,Free,0.0,Everyone,Books & Reference
5884,MARVEL Strike Force,FAMILY,4.3,166312,91.0,5000000,Free,0.0,Teen,Role Playing
5885,Vote 4 DC,TOOLS,4.1,46,6.1,1000,Free,0.0,Everyone,Tools
5886,Villains vs Superheroes,FAMILY,4.3,128,22.0,10000,Free,0.0,Everyone,Puzzle
5887,DC Rider,MAPS_AND_NAVIGATION,3.6,258,6.9,50000,Free,0.0,Everyone,Maps & Navigation
5888,Power Rangers: Legacy Wars,GAME,4.3,264755,91.0,10000000,Free,0.0,Teen,Action
5889,MARVEL Future Fight,FAMILY,4.6,2354042,72.0,50000000,Free,0.0,Everyone 10+,Role Playing
5890,DC Metro Transit - Free,TRAVEL_AND_LOCAL,4.4,6895,10.0,500000,Free,0.0,Everyone,Travel & Local
5891,DC N COMPANY ENTERTAINMENT RADIO!,FAMILY,5.0,22,2.2,100,Free,0.0,Mature 17+,Entertainment
5892,Results for DC Lottery,FAMILY,4.4,160,8.5,5000,Free,0.0,Everyone,Entertainment
5893,FOX 5 DC,NEWS_AND_MAGAZINES,4.5,1440,12.0,100000,Free,0.0,Everyone,News & Magazines
5894,Driver Permit Test Prep DC DMV Driver's License Ed,FAMILY,4.7,78,11.0,5000,Free,0.0,Everyone,Education
5895,DC-014,PHOTOGRAPHY,5.0,3,16.0,500,Free,0.0,Everyone,Photography
5896,DC Metro,MAPS_AND_NAVIGATION,3.4,59,1.3,10000,Free,0.0,Everyone,Maps & Navigation
5897,DC Trails-Hop On Hop Off Tours,TRAVEL_AND_LOCAL,3.1,16,18.0,5000,Free,0.0,Everyone,Travel & Local
5898,DC Metro Transit,TRAVEL_AND_LOCAL,4.5,339,10.0,5000,Paid,2.99,Everyone,Travel & Local
5899,AC DC Power Monitor,LIFESTYLE,5.0,1,1.2,10,Paid,3.04,Everyone,Lifestyle
5900,McClatchy DC Bureau,NEWS_AND_MAGAZINES,4.3,80,8.7,5000,Free,0.0,Everyone 10+,News & Magazines
5901,AutoScout24 - used car finder,AUTO_AND_VEHICLES,4.4,186648,42.0,10000000,Free,0.0,Everyone,Auto & Vehicles
5902,wetter.com - Weather and Radar,WEATHER,4.2,189310,38.0,10000000,Free,0.0,Everyone,Weather
5903,Your Freedom VPN Client,COMMUNICATION,4.0,74497,5.3,5000000,Free,0.0,Everyone,Communication
5904,Speed Camera Radar,MAPS_AND_NAVIGATION,4.1,54034,5.8,5000000,Free,0.0,Teen,Maps & Navigation
5905,WDAMAGE: Car Crash Engine,GAME,3.8,47386,96.0,1000000,Free,0.0,Everyone,Racing
5906,Babbel – Learn Languages,FAMILY,4.3,267787,21.0,10000000,Free,0.0,Everyone,Education
5907,APUS File Manager (Explorer),TOOLS,4.1,498894,10.0,50000000,Free,0.0,Everyone,Tools
5908,Offroad Police Car DE,FAMILY,4.3,9149,80.0,1000000,Free,0.0,Everyone,Simulation
5909,Easy Language Translator,TOOLS,4.3,191621,6.1,10000000,Free,0.0,Everyone,Tools
5910,Word Search multilingual,GAME,4.2,32849,1.5,1000000,Free,0.0,Everyone,Word
5911,Love Collage - Photo Editor,PHOTOGRAPHY,4.3,251686,31.0,10000000,Free,0.0,Everyone,Photography
5912,Heavy Bus Simulator,FAMILY,4.4,252006,26.0,5000000,Free,0.0,Everyone,Simulation
5913,"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483782,20.0,10000000,Free,0.0,Everyone,Communication
5914,Love Fonts for FlipFont,PERSONALIZATION,3.9,28694,2.9,1000000,Free,0.0,Everyone,Personalization
5915,Racing in Car 2,GAME,4.3,234589,38.0,50000000,Free,0.0,Everyone,Racing
5916,Escape the Prison Room,FAMILY,3.5,113183,36.0,5000000,Free,0.0,Everyone,Puzzle
5917,Bike Racing 3D,GAME,4.2,951435,14.0,50000000,Free,0.0,Everyone,Racing
5918,Satellite Director,TOOLS,4.1,45610,0.176,10000000,Free,0.0,Everyone,Tools
5919,Truck Driver Cargo,GAME,4.1,257531,44.0,10000000,Free,0.0,Everyone 10+,Racing
5920,Anime Love Story Games: ✨Shadowtime✨,FAMILY,4.7,198480,82.0,5000000,Free,0.0,Everyone,Simulation
5921,Checkers,GAME,4.5,375996,3.3,10000000,Free,0.0,Everyone,Board
5922,Scratch Logo Quiz. Challenging brain puzzle,GAME,3.3,152102,18.0,10000000,Free,0.0,Teen,Trivia
5923,Myth Defense 2: DF,FAMILY,4.2,17108,8.3,100000,Free,0.0,Everyone,Strategy
5924,Myth Defense 2: DF Platinum,FAMILY,4.6,1764,8.3,10000,Paid,3.99,Everyone 10+,Strategy
5925,DF@realtime,BUSINESS,4.3,24,8.0,1000,Free,0.0,Everyone,Business
5926,DF Night Selfies,PHOTOGRAPHY,4.3,194,1.5,10000,Free,0.0,Everyone,Photography
5927,DF Coaching,SPORTS,4.0,1,3.6,100,Free,0.0,Everyone,Sports
5928,Digital Falak,TOOLS,4.7,3408,15.0,50000,Free,0.0,Everyone,Tools
5929,The Divine Feminine App: the DF App,LIFESTYLE,5.0,8,6.7,1000,Free,0.0,Everyone,Lifestyle
5930,DF Glue Board,PARENTING,5.0,1,27.0,10,Free,0.0,Everyone,Parenting
5931,DF-Server Mobile,PRODUCTIVITY,4.9,17,76.0,100,Free,0.0,Everyone,Productivity
5932,Red Transporte DF,MAPS_AND_NAVIGATION,4.3,11100,15.0,500000,Free,0.0,Everyone,Maps & Navigation
5933,Periscope - Live Video,SOCIAL,4.0,479939,15.0,10000000,Free,0.0,Mature 17+,Social
5934,Droidbug BusyBox Advance PRO,TOOLS,4.5,2,3.3,100,Paid,3.99,Everyone,Tools
5935,PDF Reader – PDF Editor 2018,TOOLS,4.1,1648,36.0,500000,Free,0.0,Everyone,Tools
5936,Fix Error Google Playstore,BOOKS_AND_REFERENCE,4.3,18,5.7,1000,Free,0.0,Everyone,Books & Reference
5937,DG Coupon,SHOPPING,3.7,668,1.1,100000,Free,0.0,Everyone,Shopping
5938,Penny Finder,SHOPPING,4.2,470,4.1,10000,Paid,2.99,Everyone,Shopping
5939,DG - Digital Coupons - Free Coupon and Discount,SHOPPING,3.6,38,1.1,10000,Free,0.0,Everyone,Shopping
5940,DG Surveyor,BUSINESS,3.6,5,6.8,50,Paid,8.99,Everyone,Business
5941,DG Smart life,TOOLS,2.1,14,28.0,1000,Free,0.0,Everyone,Tools
5942,Krazy Coupon Lady,SHOPPING,4.7,10318,32.0,1000000,Free,0.0,Everyone,Shopping
5943,DG UPnP Player Free,VIDEO_PLAYERS,3.2,39,12.0,10000,Free,0.0,Everyone,Video Players & Editors
5944,Penny Puss,TOOLS,3.0,19,22.0,1000,Paid,4.99,Everyone,Tools
5945,DG Mobile,GAME,4.3,59,1.4,1000,Free,0.0,Everyone,Board
5946,Go Go Coupons - Free Coupon and Discount,SHOPPING,3.0,4,1.2,1000,Free,0.0,Everyone,Shopping
5947,ZombieVital DG,FAMILY,4.3,10,20.0,100,Paid,12.99,Everyone,Simulation
5948,DJ Electro Mix Pad,FAMILY,3.9,53301,7.6,10000000,Free,0.0,Everyone,Entertainment
5949,DG Screen Recorder,VIDEO_PLAYERS,3.3,12,2.9,500,Free,0.0,Everyone,Video Players & Editors
5950,DG Video Editor,VIDEO_PLAYERS,4.0,486,2.5,10000,Free,0.0,Everyone,Video Players & Editors
5951,The DG Buddy,BUSINESS,3.7,3,11.0,10,Paid,2.49,Everyone,Business
5952,Roland DG Mobile Panel,TOOLS,2.8,27,34.0,1000,Free,0.0,Everyone,Tools
5953,Destroy Gunners Σ,GAME,4.4,10786,21.0,1000000,Free,0.0,Everyone,Arcade
5954,DG-App,TOOLS,5.0,1,4.5,500,Free,0.0,Everyone,Tools
5955,Can I pack that? - DG App,TRAVEL_AND_LOCAL,3.9,58,22.0,10000,Free,0.0,Everyone,Travel & Local
5956,DG Phone Call Task Switcher,PRODUCTIVITY,4.2,43,0.034,1000,Free,0.0,Everyone,Productivity
5957,DG Fitness,HEALTH_AND_FITNESS,4.8,6,14.0,100,Free,0.0,Everyone,Health & Fitness
5958,Sharaf DG,SHOPPING,4.0,7006,12.0,500000,Free,0.0,Everyone,Shopping
5959,Coupon Mob - Discount Coupons,SHOPPING,3.0,2,1.3,100,Free,0.0,Everyone,Shopping
5960,DG Users,PRODUCTIVITY,4.5,8,3.1,100,Free,0.0,Everyone,Productivity
5961,DG Cars,TRAVEL_AND_LOCAL,2.6,122,11.0,10000,Free,0.0,Everyone,Travel & Local
5962,Free coupons and vouchers,FINANCE,5.0,4,5.9,100,Free,0.0,Everyone,Finance
5963,DG OFF - 100% Free Coupons & Deals,SHOPPING,5.0,1,1.1,10,Free,0.0,Everyone,Shopping
5964,Digoo·Cloud,TOOLS,4.1,543,26.0,10000,Free,0.0,Everyone,Tools
5965,DG ग्राम / Digital Gram Panchayat,NEWS_AND_MAGAZINES,4.5,53,5.9,10000,Free,0.0,Teen,News & Magazines
5966,DG TV,NEWS_AND_MAGAZINES,5.0,3,5.7,100,Free,0.0,Everyone,News & Magazines
5967,DHgate-Shop Wholesale Prices,SHOPPING,4.5,104068,37.0,5000000,Free,0.0,Teen,Shopping
5968,DEER HUNTER CLASSIC,GAME,4.4,3941129,77.0,50000000,Free,0.0,Teen,Action
5969,DEER HUNTER RELOADED,GAME,4.3,314774,43.0,5000000,Free,0.0,Teen,Action
5970,DH Pineapple Poker OFC,GAME,4.2,1878,20.0,100000,Free,0.0,Teen,Casino
5971,DH UFO,FAMILY,3.0,4,8.0,1000,Free,0.0,Everyone,Entertainment
5972,Galaxy Defense,FAMILY,4.1,78142,17.0,5000000,Free,0.0,Everyone,Strategy
5973,Call of Mini™ Dino Hunter,GAME,4.2,326042,10.0,10000000,Free,0.0,Teen,Action
